개방자치단체코드,관리번호,자전거보관소명,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,보관대수,설치연도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형명,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3480000,202634800000300038,문산취수장 부근,,대구광역시 달성군 다사읍 문산리 산28-1,35.85268555,128.4208713,10,,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300039,다사읍 행정복지센터 서재출장소,대구광역시 달성군 다사읍 서재본길 25,대구광역시 달성군 다사읍 서재리 533,35.87222571,128.4942619,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300040,옥포 간경리 마을회관 앞,대구광역시 달성군 옥포읍 간경길 7,대구광역시 달성군 옥포읍 간경리 966-14,35.79059638,128.4695755,20,2015,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300041,농업기술센터 안,대구광역시 달성군 옥포읍 비슬로 2040,대구광역시 달성군 옥포읍 교항리 2521-7,35.78270108,128.4467758,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300042,옥포읍 행정복지센터 앞,대구광역시 달성군 옥포읍 비슬로 2215,대구광역시 달성군 옥포읍 본리리 814-3,35.78924402,128.4640116,10,2011,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300043,옥포 신당리 정자,,대구광역시 달성군 옥포읍 신당리 664-1,35.80267962,128.4454289,20,2015,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300044,포산중학교 맞은편,,대구광역시 달성군 유가읍 봉리 593-7,35.69695241,128.4604266,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300045,화성파크드림 남편 버스정류장,대구광역시 달성군 유가읍 테크노북로 165,대구광역시 달성군 유가읍 봉리 595,35.69817138,128.4620867,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300046,하나리움퀸즈파크 북편 버스정류장,대구광역시 달성군 유가읍 테크노북로 164,대구광역시 달성군 유가읍 봉리 601,35.69641585,128.4613095,20,2016,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300047,하나리움퀸즈파크 동편 버스정류장,대구광역시 달성군 유가읍 테크노북로 164,대구광역시 달성군 유가읍 봉리 601,35.69641585,128.4613095,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300048,남해오네뜨2차 서편 버스정류장,대구광역시 달성군 유가읍 테크노대로5길57,대구광역시 달성군 유가읍 봉리 604,35.69489317,128.4643971,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300049,한라하우젠트 센트럴파크 서편,대구광역시 달성군 유가읍 테크노중앙대로 240,대구광역시 달성군 유가읍 봉리 606-2,35.6921636,128.4582271,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300050,해피타워 북편,대구광역시 달성군 유가읍 테크노상업로 82,대구광역시 달성군 유가읍 봉리 607,35.6932568,128.4587419,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300051,파스텔시티 북편,대구광역시 달성군 유가읍 테크노상업로 96,대구광역시 달성군 유가읍 봉리 608,35.69324529,128.4596918,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300052,비슬타워 북편,대구광역시 달성군 유가읍 테크노상업로 98,대구광역시 달성군 유가읍 봉리 608-1,35.69323315,128.4600981,10,2017,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300053,테크노시티 북편,대구광역시 달성군 유가읍 테크노상업로 100,대구광역시 달성군 유가읍 봉리 608-2,35.69323543,128.4605047,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300054,센트럴타워 북편,대구광역시 달성군 유가읍 테크노상업로 110,대구광역시 달성군 유가읍 봉리 615-1,35.69323347,128.4615563,10,2019,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202434800000300051,테크노시티 북편,대구광역시 달성군 유가읍 테크노상업로 100,대구광역시 달성군 유가읍 봉리 608-2,35.69323543,128.4605047,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300105,남해오네뜨2차 서편 버스정류장,대구광역시 달성군 유가읍 테크노대로5길57,대구광역시 달성군 유가읍 봉리 604,35.69489317,128.4643971,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202634800000300134,스파밸리2 정류장 일원,,대구광역시 달성군 가창면 냉천리 36,35.78811156,128.6384921,5,2025,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:59
3480000,202434800000300094,현풍시외버스터미널 북편,대구광역시 달성군 현풍읍 현풍중앙로 119,대구광역시 달성군 현풍읍 성하리 402-3,35.69910822,128.4416137,18,2012,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202634800000300133,스파벨리 건너 버스정류장 인근,,대구광역시 달성군 가창면 냉천리 36,35.78811156,128.6384921,7,2025,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:59
3480000,202434800000300085,LH천년나무2단지 맞은편 버스정류장,,대구광역시 달성군 현풍읍 중리 498-2,35.68993974,128.4532869,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300049,파스텔시티 북편,대구광역시 달성군 유가읍 테크노상업로 96,대구광역시 달성군 유가읍 봉리 608,35.69324529,128.4596918,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300121,유가읍 안경박사 앞,대구광역시 달성군 유가읍 테크노상업로 110,유가읍 봉리 615-1,35.693075,128.4615583,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300097,하빈 묘1리 마을회관 앞,대구광역시 달성군 하빈면 육신사길 26,대구광역시 달성군 하빈면 묘리 701,35.90859908,128.4173355,14,2010,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300043,화성파크드림 남편 버스정류장,대구광역시 달성군 유가읍 테크노북로 165,대구광역시 달성군 유가읍 봉리 595,35.69817138,128.4620867,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300065,테크노타워 앞,대구광역시 달성군 현풍읍 테크노상업로 26,대구광역시 달성군 현풍읍 중리 497-3,35.69141045,128.4537372,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300041,옥포 신당리 정자,,대구광역시 달성군 옥포읍 신당리 664-1,35.80267962,128.4454289,20,2015,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300082,명곡우체국 맞은편,대구광역시 달성군 화원읍 화암로 67,대구광역시 달성군 화원읍 명곡리 110-2,35.79786364,128.495859,21,2012,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202634800000300143,피자스쿨 테크노폴리스점 앞,대구광역시  달성군 유가읍 테크노중앙대로 254,대구광역시 달성군 유가읍 봉리 606,35.69321916,128.4582337,10,2025,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:59
3480000,202434800000300057,현풍시외버스터미널 북편,대구광역시 달성군 현풍읍 현풍중앙로 119,대구광역시 달성군 현풍읍 성하리 402-3,35.69910822,128.4416137,18,2012,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300002,"대실역 1,2,3,4,번출구 앞",대구광역시 달성군 다사읍 달구벌대로 879,대구광역시 달성군 다사읍 매곡리 1546-14,35.8579516,128.4655707,189,,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300012,하나리움퀸즈파크 북편 버스정류장,대구광역시 달성군 유가읍 테크노북로 164,대구광역시 달성군 유가읍 봉리 601,35.69641585,128.4613095,20,2016,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300011,화성파크드림 남편 버스정류장,대구광역시 달성군 유가읍 테크노북로 165,대구광역시 달성군 유가읍 봉리 595,35.69817138,128.4620867,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300038,옥포 간경리 마을회관 앞,대구광역시 달성군 옥포읍 간경길 7,대구광역시 달성군 옥포읍 간경리 966-14,35.79059638,128.4695755,20,2015,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300113,옥포 간경리 마을회관 앞,대구광역시 달성군 옥포읍 간경길 7,대구광역시 달성군 옥포읍 간경리 966-14,35.79059638,128.4695755,20,2015,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300053,엠스퀘어플러스 서편,,대구광역시 달성군 유가읍 봉리 615-3,35.69346526,128.4622466,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300084,테크노폴리스 상업지구 보행자도로,,대구광역시 달성군 현풍읍 중리 502,35.69078414,128.4545566,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300096,현풍읍 행정복지센터 주차장,대구광역시 달성군 현풍읍 비슬로134길 157,대구광역시 달성군 현풍읍 부리 352-2,35.69725235,128.4475726,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300127,현풍읍 네오텍코리아 앞,대구광역시 달성군 현풍읍 테크노북로 33-7,현풍읍 중리 477-27,35.69165556,128.4491222,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300071,"설화명곡역 1,3,4,6번출구 앞",,대구광역시 달성군 화원읍 설화리 556-15,35.79936645,128.4900089,100,2016,,N,N,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300111,옥포읍 행정복지센터 앞,대구광역시 달성군 옥포읍 비슬로 2215,대구광역시 달성군 옥포읍 본리리 814-3,35.78924402,128.4640116,10,2011,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300016,해피타워 북편,대구광역시 달성군 유가읍 테크노상업로 82,대구광역시 달성군 유가읍 봉리 607,35.6932568,128.4587419,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300052,센트럴타워 북편,대구광역시 달성군 유가읍 테크노상업로 110,대구광역시 달성군 유가읍 봉리 615-1,35.69323347,128.4615563,10,2019,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300003,"다사역 1,2,3,4번출구 앞",,대구광역시 달성군 다사읍 매곡리 689-1,35.86472735,128.4585437,54,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300005,다사읍 행정복지센터 서재출장소,대구광역시 달성군 다사읍 서재본길 25,대구광역시 달성군 다사읍 서재리 533,35.87222571,128.4942619,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300009,옥포 신당리 정자,,대구광역시 달성군 옥포읍 신당리 664-1,35.80267962,128.4454289,20,2015,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300128,휸풍읍 대성하이텍 반대편 앞,대구광역시 달성군 현풍읍 테크노대로2길 10,현풍읍 중리 508,35.68925833,128.4480167,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300117,"대실역 1,2,3,4,번출구 앞",대구광역시 달성군 다사읍 달구벌대로 879,대구광역시 달성군 다사읍 매곡리 1546-14,35.8579516,128.4655707,189,,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300093,현풍2교 앞,대구광역시 달성군 현풍읍 현풍로 88,대구광역시 달성군 현풍읍 중리 172,35.69631957,128.4487002,10,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300010,포산중학교 맞은편,,대구광역시 달성군 유가읍 봉리 593-7,35.69695241,128.4604266,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300031,논공읍 행정복지센터 논공공단출장소,대구광역시 달성군 논공읍 논공중앙로33길 3,대구광역시 달성군 논공읍 북리 1-130,35.73003954,128.4527811,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300018,비슬타워 북편,대구광역시 달성군 유가읍 테크노상업로 98,대구광역시 달성군 유가읍 봉리 608-1,35.69323315,128.4600981,10,2017,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202634800000300144,테크노폴리스 중앙공원 건너,대구광역시 달성군 유가읍 테크노공원로 59,대구광역시 달성군 유가읍 봉리 614,35.69200228,128.4596989,10,2025,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:59
3480000,202434800000300025,현풍시외버스터미널 북편,대구광역시 달성군 현풍읍 현풍중앙로 119,대구광역시 달성군 현풍읍 성하리 402-3,35.69910822,128.4416137,18,2012,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300126,구지면 홈푸드마트 맞은편,대구광역시 달성군 구지면 창리로 115,구지면 창리 1502,35.66101111,128.4171611,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300048,해피타워 북편,대구광역시 달성군 유가읍 테크노상업로 82,대구광역시 달성군 유가읍 봉리 607,35.6932568,128.4587419,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300027,제일풍경채 앞 버스정류장,대구광역시 달성군 현풍읍 테크노상업로 49,대구광역시 달성군 현풍읍 중리 484,35.69319486,128.4540303,18,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300040,옥포읍 행정복지센터 앞,대구광역시 달성군 옥포읍 비슬로 2215,대구광역시 달성군 옥포읍 본리리 814-3,35.78924402,128.4640116,10,2011,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300112,농업기술센터 안,대구광역시 달성군 옥포읍 비슬로 2040,대구광역시 달성군 옥포읍 교항리 2521-7,35.78270108,128.4467758,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300120,논공읍 행정복지센터 논공공단출장소,대구광역시 달성군 논공읍 논공중앙로33길 3,대구광역시 달성군 논공읍 북리 1-130,35.73003954,128.4527811,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300066,LH천년나무2단지 맞은편 버스정류장,,대구광역시 달성군 현풍읍 중리 498-2,35.68993974,128.4532869,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300030,제일풍경채 맞은편 버스정류장,대구광역시 달성군 현풍읍 테크노상업로 50,대구광역시 달성군 현풍읍 중리 489-2,35.69296519,128.4554358,20,2017,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300024,학우사 앞,대구광역시 달성군 현풍읍 비슬로134길 97,대구광역시 달성군 현풍읍 부리 437-3,35.69643706,128.4446236,10,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300101,비슬타워 북편,대구광역시 달성군 유가읍 테크노상업로 98,대구광역시 달성군 유가읍 봉리 608-1,35.69323315,128.4600981,10,2017,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300100,테크노시티 북편,대구광역시 달성군 유가읍 테크노상업로 100,대구광역시 달성군 유가읍 봉리 608-2,35.69323543,128.4605047,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202634800000300007,다사읍 행정복지센터 서재출장소,대구광역시 달성군 다사읍 서재본길 25,대구광역시 달성군 다사읍 서재리 533,35.87222571,128.4942619,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300005,"다사역 1,2,3,4번출구 앞",,대구광역시 달성군 다사읍 매곡리 689-1,35.86472735,128.4585437,54,,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202634800000300006,문산취수장 부근,,대구광역시 달성군 다사읍 문산리 산28-1,35.85268555,128.4208713,10,,,N,N,,N,053-668-2914,대구광역시 달성군청,2026-05-11,I,2026-05-15 18:45:05,2026-05-08 21:31:58
3480000,202434800000300119,달성군민운동장 서편출입구,,대구광역시 달성군 논공읍 북리 1,35.729572,128.451888,30,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300083,현풍파출소 앞,대구광역시 달성군 현풍읍 현풍로 54,대구광역시 달성군 현풍읍 하리 65-2,35.69580509,128.4453192,9,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300092,제일풍경채 앞 버스정류장,대구광역시 달성군 현풍읍 테크노상업로 49,대구광역시 달성군 현풍읍 중리 484,35.69319486,128.4540303,18,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300055,현풍읍 행정복지센터 주차장,대구광역시 달성군 현풍읍 비슬로134길 157,대구광역시 달성군 현풍읍 부리 352-2,35.69725235,128.4475726,9,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300054,하빈 묘1리 마을회관 앞,대구광역시 달성군 하빈면 육신사길 26,대구광역시 달성군 하빈면 묘리 701,35.90859908,128.4173355,14,2010,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300122,유가읍 행정복지센터 앞,대구광역시 달성군 유가읍 테크노상업로 95,유가읍 봉리 599-2,35.69371389,128.4596194,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300006,옥포 간경리 마을회관 앞,대구광역시 달성군 옥포읍 간경길 7,대구광역시 달성군 옥포읍 간경리 966-14,35.79059638,128.4695755,20,2015,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300078,화원읍 행정복지센터 앞,대구광역시 달성군 화원읍 비슬로 2594,대구광역시 달성군 화원읍 천내리 426-1,35.8042338,128.5007176,12,2019,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300088,타임스퀘어 동편 버스정류장,대구광역시 달성군 현풍읍 테크노중앙대로 243,대구광역시 달성군 현풍읍 중리 491-2,35.69213767,128.4573915,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300015,한라하우젠트 센트럴파크 서편,대구광역시 달성군 유가읍 테크노중앙대로 240,대구광역시 달성군 유가읍 봉리 606-2,35.6921636,128.4582271,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300075,논공읍 행정복지센터 안,대구광역시 달성군 논공읍 비슬로 1779,대구광역시 달성군 논공읍 금포리 1998,35.77426605,128.4200552,10,2018,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300118,약산온천입구교차로,,대구광역시 달성군 논공읍 하리 717-2,35.73725568,128.4207185,12,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300095,학우사 앞,대구광역시 달성군 현풍읍 비슬로134길 97,대구광역시 달성군 현풍읍 부리 437-3,35.69643706,128.4446236,10,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300079,"화원역 3,4번출구 앞",대구광역시 달성군 화원읍 비슬로 2593,대구광역시 달성군 화원읍 천내리 38-7,35.80446969,128.5001213,70,2016,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300123,유가읍 테크노제일약국 앞,대구광역시 달성군 유가읍 테크노중앙대로 254,유가읍 봉리 606,35.69205278,128.4580306,14,2023,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300073,화원읍 행정복지센터 앞,대구광역시 달성군 화원읍 비슬로 2594,대구광역시 달성군 화원읍 천내리 426-1,35.8042338,128.5007176,12,2019,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300061,테크노메디컬타워 서편,대구광역시 달성군 현풍읍 테크노상업로 46,대구광역시 달성군 현풍읍 중리 489,35.69261663,128.4547489,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300001,약산온천입구교차로,,대구광역시 달성군 논공읍 하리 717-2,35.73725568,128.4207185,12,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300087,테크노월드프라자 앞,대구광역시 달성군 현풍읍 테크노상업로 40,대구광역시 달성군 현풍읍 중리 497,35.69226496,128.4543183,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300077,팔조령 정상,,대구광역시 달성군 가창면 삼산리 산178-7,35.72075139,128.6773483,10,2017,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300068,현풍파출소 앞,대구광역시 달성군 현풍읍 현풍로 54,대구광역시 달성군 현풍읍 하리 65-2,35.69580509,128.4453192,9,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300046,남해오네뜨2차 서편 버스정류장,대구광역시 달성군 유가읍 테크노대로5길57,대구광역시 달성군 유가읍 봉리 604,35.69489317,128.4643971,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:17
3480000,202434800000300072,"화원역 3,4번출구 앞",대구광역시 달성군 화원읍 비슬로 2593,대구광역시 달성군 화원읍 천내리 38-7,35.80446969,128.5001213,70,2016,,N,Y,태양광식,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300106,하나리움퀸즈파크 동편 버스정류장,대구광역시 달성군 유가읍 테크노북로 164,대구광역시 달성군 유가읍 봉리 601,35.69641585,128.4613095,20,2017,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
3480000,202434800000300116,"다사역 1,2,3,4번출구 앞",,대구광역시 달성군 다사읍 매곡리 689-1,35.86472735,128.4585437,54,,,N,N,,N,053-668-2914,대구광역시 달성군청,2024-03-18,I,2026-05-15 18:45:05,2024-03-22 10:36:18
